,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
183,50,RM,63.0,11426.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1362.0,1362.0,GasA,Ex,Y,SBrkr,1362.0,720.0,0,2082.0,0,0,2,1,3,1,Gd,6,Mod,0,Missing,Detchd,2003.0,Unf,2,484.0,TA,TA,N,280.0,238.0,0,0,0,0,Missing,Missing,0,6,2008,WD,Normal,200000
137,90,RL,82.0,11070.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988.0,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1907.0,1907.0,GasA,Gd,Y,SBrkr,1959.0,0.0,0,1959.0,0,0,3,0,5,2,TA,9,Typ,0,Missing,2Types,1989.0,Unf,3,766.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,7,2006,WD,Family,171000
926,60,RL,93.0,11999.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003.0,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1234.0,1140.0,0,2374.0,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3,656.0,TA,TA,Y,104.0,100.0,0,0,0,0,Missing,Missing,0,5,2007,WD,Normal,285000
80,60,RL,100.0,13000.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968.0,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0,448.0,896.0,GasA,TA,Y,SBrkr,1182.0,960.0,0,2142.0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509.0,TA,TA,Y,0.0,72.0,0,0,252,0,Missing,Missing,0,6,2009,WD,Normal,193500
1364,160,FV,30.0,3180.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005.0,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,600.0,600.0,GasA,Ex,Y,SBrkr,520.0,600.0,80,1200.0,0,0,2,1,2,1,Gd,4,Typ,0,Missing,Detchd,2005.0,RFn,2,480.0,TA,TA,Y,0.0,166.0,0,0,0,0,Missing,Missing,0,4,2006,WD,Abnorml,144152
105,60,FV,75.0,9375.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003.0,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0,1053.0,1053.0,GasA,Ex,Y,SBrkr,1053.0,939.0,0,1992.0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,648.0,TA,TA,Y,140.0,45.0,0,0,0,0,Missing,Missing,0,8,2008,WD,Normal,250000
541,60,RL,70.0,11000.0,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000.0,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,969.0,969.0,GasA,Ex,Y,SBrkr,997.0,1288.0,0,2285.0,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,3,648.0,TA,TA,Y,0.0,56.0,0,0,0,0,Missing,Missing,0,6,2007,WD,Normal,248000
706,20,RL,70.0,23830.5,Pave,Grvl,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971.0,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219.0,Unf,0,424.0,1643.0,GasA,TA,Y,SBrkr,1824.0,0.0,0,1824.0,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2,739.0,TA,TA,Y,380.0,48.0,0,0,0,0,Missing,Missing,0,6,2007,WD,Normal,302000
480,20,RL,98.0,16033.0,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004.0,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261.0,Unf,0,572.0,1833.0,GasA,Ex,Y,SBrkr,1850.0,0.0,0,1850.0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3,772.0,TA,TA,Y,519.0,112.0,0,0,0,0,Missing,Missing,0,3,2006,WD,Normal,326000
165,190,RL,62.0,10106.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940.0,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351.0,Rec,181,112.0,644.0,GasA,Gd,Y,SBrkr,808.0,547.0,0,1355.0,1,0,2,0,4,2,TA,6,Typ,0,Missing,Missing,2020.0,Missing,0,0.0,Missing,Missing,Y,140.0,0.0,0,0,0,0,Missing,Missing,0,9,2008,WD,Normal,127500
248,60,RL,72.0,11317.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,840.0,840.0,GasA,Ex,Y,SBrkr,840.0,828.0,0,1668.0,0,0,2,1,3,1,Gd,8,Typ,0,Missing,Attchd,2003.0,RFn,2,500.0,TA,TA,Y,144.0,68.0,0,0,0,0,Missing,Missing,0,9,2007,WD,Normal,180000
307,50,RM,70.0,7920.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0,319.0,319.0,GasA,TA,Y,FuseA,1035.0,371.0,0,1406.0,0,0,1,0,3,1,Fa,6,Typ,0,Missing,Missing,2020.0,Missing,0,0.0,Missing,Missing,N,0.0,144.0,0,0,0,0,MnPrv,Missing,0,3,2008,WD,Normal,89500
446,20,RL,137.0,16492.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966.0,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247.0,Rec,713,557.0,1517.0,GasA,Ex,Y,SBrkr,1888.0,0.0,0,1888.0,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,578.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,6,2010,WD,Normal,190000
712,120,RL,40.0,4671.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988.0,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767.0,Unf,0,461.0,1228.0,GasA,Gd,Y,SBrkr,1228.0,0.0,0,1228.0,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,472.0,TA,TA,Y,168.0,120.0,0,0,0,0,Missing,Missing,0,10,2008,WD,Normal,189000
334,60,RL,59.0,9042.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998.0,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828.0,Unf,0,115.0,943.0,GasA,Gd,Y,SBrkr,943.0,695.0,0,1638.0,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998.0,Fin,2,472.0,TA,TA,Y,100.0,38.0,0,0,0,0,Missing,Missing,0,7,2008,WD,Normal,192000
97,20,RL,73.0,10921.0,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965.0,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520.0,Unf,0,440.0,960.0,GasA,TA,Y,FuseF,960.0,0.0,0,960.0,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1965.0,Fin,1,432.0,TA,TA,P,120.0,0.0,0,0,0,0,Missing,Missing,0,5,2007,WD,Normal,94750
724,20,RL,86.0,13286.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007.0,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0,464.0,1698.0,GasA,Ex,Y,SBrkr,1698.0,0.0,0,1698.0,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,768.0,TA,TA,Y,327.0,64.0,0,0,0,0,Missing,Missing,0,2,2009,WD,Normal,320000
905,20,RL,80.0,9920.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954.0,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354.0,LwQ,290,412.0,1056.0,GasA,TA,Y,SBrkr,1063.0,0.0,0,1063.0,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1954.0,RFn,1,280.0,TA,TA,Y,0.0,0.0,164,0,0,0,MnPrv,Missing,0,2,2010,WD,Normal,128000
899,20,RL,65.0,6993.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961.0,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,465.0,Unf,0,447.0,912.0,GasA,TA,Y,SBrkr,1236.0,0.0,0,1236.0,0,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,1,288.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,6,2006,WD,Normal,135000
102,90,RL,64.0,7018.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979.0,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0,0.0,0.0,GasA,TA,Y,SBrkr,1535.0,0.0,0,1535.0,0,0,2,0,4,2,TA,8,Typ,0,Missing,Attchd,1979.0,Unf,2,410.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,6,2009,WD,Alloca,118964
434,180,RM,21.0,1890.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972.0,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495.0,Unf,0,135.0,630.0,GasA,Gd,Y,SBrkr,630.0,0.0,0,630.0,1,0,1,0,1,1,TA,3,Typ,0,Missing,Missing,2020.0,Missing,0,0.0,Missing,Missing,Y,88.0,0.0,0,0,0,0,Missing,Missing,0,6,2008,WD,Normal,81000
1007,160,RM,21.0,2217.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970.0,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,273.0,LwQ,273,0.0,546.0,GasA,TA,Y,SBrkr,546.0,546.0,0,1092.0,0,0,1,1,3,1,TA,6,Typ,0,Missing,Attchd,1970.0,RFn,1,286.0,TA,TA,Y,238.0,0.0,0,0,0,0,Missing,Missing,0,8,2009,WD,Normal,88000
1305,20,RL,108.0,13173.0,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006.0,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572.0,Unf,0,80.0,1652.0,GasA,Ex,Y,SBrkr,1652.0,0.0,0,1652.0,1,0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840.0,TA,TA,Y,404.0,102.0,0,0,0,0,Missing,Missing,0,11,2009,WD,Normal,325000
834,20,RL,75.0,7875.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961.0,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572.0,Unf,0,572.0,1144.0,GasA,Gd,Y,SBrkr,1144.0,0.0,0,1144.0,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1961.0,Unf,2,456.0,TA,TA,Y,0.0,0.0,0,0,0,0,GdWo,Missing,0,9,2008,WD,Normal,139950
1324,20,RL,75.0,9986.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006.0,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0,1795.0,1795.0,GasA,Ex,Y,SBrkr,1795.0,0.0,0,1795.0,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895.0,TA,TA,Y,0.0,49.0,0,0,0,0,Missing,Missing,0,2,2007,New,Partial,147000
302,20,RL,118.0,13704.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001.0,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1541.0,1541.0,GasA,Ex,Y,SBrkr,1541.0,0.0,0,1541.0,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3,843.0,TA,TA,Y,468.0,81.0,0,0,0,0,Missing,Missing,0,1,2006,WD,Normal,205000
1229,80,RL,70.0,7910.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960.0,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666.0,Unf,0,409.0,1075.0,GasA,Gd,Y,SBrkr,1507.0,0.0,0,1507.0,0,0,2,0,4,1,TA,7,Maj1,0,Missing,Basment,1960.0,Unf,1,404.0,TA,TA,Y,0.0,0.0,0,0,0,0,GdWo,Missing,0,8,2008,WD,Normal,127000
1191,160,FV,24.0,2645.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999.0,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,776.0,776.0,GasA,Ex,Y,SBrkr,764.0,677.0,0,1441.0,0,0,2,1,2,1,Gd,5,Typ,0,Missing,Detchd,1999.0,Unf,2,492.0,TA,TA,Y,206.0,0.0,0,0,0,0,Missing,Missing,0,11,2007,WD,Normal,174000
388,20,RL,93.0,9382.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999.0,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0,1479.0,0,0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,1999.0,RFn,2,577.0,TA,TA,Y,120.0,25.0,0,0,0,0,Missing,Missing,0,7,2008,WD,Normal,191000
235,160,RM,21.0,1680.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971.0,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358.0,Unf,0,125.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0,987.0,0,0,1,1,2,1,TA,5,Typ,0,Missing,Detchd,1971.0,Unf,1,264.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,8,2008,WD,Normal,89500
1212,30,RL,50.0,9340.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941.0,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344.0,Unf,0,328.0,672.0,GasA,TA,Y,SBrkr,672.0,0.0,0,672.0,1,0,1,0,2,1,TA,4,Typ,0,Missing,Attchd,1941.0,Unf,1,234.0,TA,TA,N,0.0,113.0,0,0,0,0,Missing,Missing,0,8,2009,WD,Normal,113000
267,75,RL,60.0,8400.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939.0,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,378.0,Unf,0,342.0,720.0,GasA,Ex,Y,SBrkr,1052.0,720.0,420,2192.0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Detchd,1939.0,Unf,1,240.0,TA,TA,Y,262.0,24.0,0,0,0,0,Missing,Missing,0,7,2008,WD,Normal,179500
305,20,RL,80.0,10386.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004.0,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464.0,Unf,0,536.0,2000.0,GasA,Ex,Y,SBrkr,2000.0,0.0,0,2000.0,1,0,2,0,3,1,Gd,8,Typ,0,Missing,Attchd,2004.0,Fin,3,888.0,TA,TA,Y,168.0,0.0,0,0,0,0,Missing,Missing,0,7,2007,WD,Normal,305900
117,20,RL,74.0,8536.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006.0,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1125.0,1125.0,GasA,Gd,Y,SBrkr,1125.0,0.0,0,1125.0,0,0,1,1,2,1,TA,5,Typ,0,Missing,Attchd,2007.0,Unf,2,430.0,TA,TA,Y,80.0,64.0,0,0,0,0,Missing,Missing,0,4,2007,New,Partial,155000
1179,20,RL,77.0,8335.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954.0,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0,0.0,0.0,GasA,Gd,Y,SBrkr,1124.0,0.0,0,1124.0,0,0,1,0,3,1,TA,5,Min2,1,Gd,Missing,2020.0,Missing,0,0.0,Missing,Missing,N,0.0,36.0,190,0,0,0,Missing,Missing,0,4,2006,WD,Normal,93000
673,20,RL,110.0,14442.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957.0,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186.0,Unf,0,291.0,1477.0,GasA,Ex,Y,SBrkr,1839.0,0.0,0,1839.0,1,0,2,0,3,1,Gd,7,Typ,2,TA,Attchd,1957.0,Fin,2,416.0,TA,TA,Y,0.0,87.0,0,0,200,0,Missing,Missing,0,6,2007,WD,Normal,257500
249,50,RL,70.0,23830.5,Pave,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958.0,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697.0,Unf,0,747.0,1444.0,GasA,Gd,Y,SBrkr,1444.0,700.0,0,2144.0,0,1,2,0,4,1,Gd,7,Typ,2,TA,Attchd,1958.0,Fin,2,389.0,TA,TA,Y,0.0,98.0,0,0,0,0,Missing,Shed,500,6,2007,WD,Normal,277000
1065,60,RL,80.0,14000.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996.0,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201.0,Unf,0,105.0,1306.0,GasA,Ex,Y,SBrkr,1306.0,954.0,0,2260.0,1,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,1996.0,RFn,2,533.0,TA,TA,Y,296.0,44.0,0,0,0,0,Missing,Missing,0,4,2010,WD,Normal,328000
1052,60,RL,100.0,9500.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964.0,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0,374.0,816.0,GasA,TA,Y,SBrkr,1127.0,850.0,0,1977.0,0,1,1,1,4,1,TA,9,Typ,1,TA,Attchd,1964.0,RFn,2,540.0,TA,TA,Y,0.0,52.0,0,0,0,0,GdPrv,Missing,0,6,2007,WD,Normal,165000
71,20,RL,69.0,7599.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982.0,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,0,280.0,845.0,GasA,TA,Y,SBrkr,845.0,0.0,0,845.0,1,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1987.0,Unf,2,360.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,6,2007,WD,Normal,129500
94,60,RL,69.0,9337.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997.0,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648.0,Unf,0,176.0,824.0,GasA,Ex,Y,SBrkr,905.0,881.0,0,1786.0,1,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,1997.0,RFn,2,684.0,TA,TA,Y,0.0,162.0,0,0,0,0,Missing,Missing,0,5,2007,WD,Normal,204750
1440,70,RL,79.0,11526.0,Pave,Grvl,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922.0,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Ex,TA,No,Unf,0.0,Unf,0,588.0,588.0,GasA,Fa,Y,SBrkr,1423.0,748.0,384,2555.0,0,0,2,0,3,1,TA,11,Min1,1,Gd,Detchd,1993.0,Fin,2,672.0,TA,TA,Y,431.0,0.0,0,0,0,0,Missing,Missing,0,9,2008,WD,Normal,191000
33,20,RL,70.0,10552.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959.0,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018.0,Unf,0,380.0,1398.0,GasA,Gd,Y,SBrkr,1700.0,0.0,0,1700.0,0,1,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2,447.0,TA,TA,Y,0.0,38.0,0,0,0,0,Missing,Missing,0,4,2010,WD,Normal,165500
1167,60,RL,58.0,10852.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000.0,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0,173.0,959.0,GasA,Ex,Y,SBrkr,959.0,712.0,0,1671.0,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,472.0,TA,TA,Y,0.0,38.0,0,0,0,0,Missing,Missing,0,2,2006,WD,Normal,173000
448,50,RM,50.0,8600.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,780.0,780.0,GasA,TA,Y,SBrkr,780.0,596.0,0,1376.0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,198.0,TA,TA,N,0.0,0.0,0,0,0,0,Missing,Missing,0,6,2006,WD,Normal,119500
445,20,RL,73.0,9855.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956.0,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1436.0,1436.0,GasA,Fa,Y,SBrkr,1689.0,0.0,0,1689.0,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,480.0,TA,TA,Y,0.0,0.0,0,0,0,0,MnPrv,Missing,0,11,2009,COD,Normal,127500
716,70,RM,60.0,10800.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890.0,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0,718.0,718.0,GasA,Ex,Y,SBrkr,1576.0,978.0,0,2554.0,0,0,1,1,3,1,TA,8,Typ,0,Missing,Detchd,1996.0,Unf,2,704.0,TA,TA,P,0.0,48.0,143,0,0,0,Missing,Missing,0,7,2007,WD,Normal,159500
